HYMNUS_laudes;hy_Aurora lucis rutilat;;
oratio_3;Omnípotens sempitérne Deus, propénsius his diébus tuam pietátem consequámur, quibus eam plénius te largiénte cognóvimus, ut, quos ab erróris calígine liberásti, veritátis tuæ fírmius inhærére fácias documéntis. Per Dóminum.;Dieu éternel et tout-puissant, fais nous rechercher avec plus d’attention ta bonté en ces jours, où nous l’avons reçue plus abondante par ton don généreux, afin que tu rendes plus fermement attachés à l’enseignement de ta vérité ceux que tu as libérés des ténèbres de l’erreur.;
LB_6;LB_Tit 3, 5b-7;;
RB_6;"V/. Gavísi sunt discípuli, allelúia. 
R/. Viso Dómino, allelúia.";"V/. Les disciples furent remplis de joie, alléluia.
R/. En voyant le  Seigneur, alléluia.";Jean XX 20
oratio_6;Omnípotens sempitérne Deus, propénsius his diébus tuam pietátem consequámur, quibus eam plénius te largiénte cognóvimus, ut, quos ab erróris calígine liberásti, veritátis tuæ fírmius inhærére fácias documéntis. Per Dóminum.;Dieu éternel et tout-puissant, fais nous rechercher avec plus d’attention ta bonté en ces jours, où nous l’avons reçue plus abondante par ton don généreux, afin que tu rendes plus fermement attachés à l’enseignement de ta vérité ceux que tu as libérés des ténèbres de l’erreur.;
LB_9;LB_Col 1, 12-14;;
RB_9;"V/. Mane nobíscum, Dómine, allelúia. 
R/. Quóniam advesperáscit, allelúia.";"V/. Reste avec nous, Seigneur, alléluia.
R/. Car le soir tombe, alléluia.";Luc XXIV 29
oratio_9;Omnípotens sempitérne Deus, propénsius his diébus tuam pietátem consequámur, quibus eam plénius te largiénte cognóvimus, ut, quos ab erróris calígine liberásti, veritátis tuæ fírmius inhærére fácias documéntis. Per Dóminum.;Dieu éternel et tout-puissant, fais nous rechercher avec plus d’attention ta bonté en ces jours, où nous l’avons reçue plus abondante par ton don généreux, afin que tu rendes plus fermement attachés à l’enseignement de ta vérité ceux que tu as libérés des ténèbres de l’erreur.;
HYMNUS_vesperas;hy_Ad cenam Agni próvidi;;
ant7;Dedit illi Dóminus Deus sedem David patris eius, allelúia.;"Le Seigneur Dieu lui donnera le trône de David son père; alléluia.";Luc I 32
ant8;Iesus Christus solus potens, rex regum et Dóminus dominántium, allelúia.;Jésus-Christ est l'unique Souverain, le Roi de ceux qui exercent la seigneurie, alléluia.;1Ti VI 15
ant9;Quis símilis tui in fórtibus, Dómine? quis símilis tui, magníficus in sanctitáte? allelúia.;Qui est vaillant comme toi  Seigneur ? Qui est comme toi, auguste en sainteté ? alléluia.;Cf. Ez XXXII 27
LB_soir;LB_1 Petr 3, 18. 21b-22;;
RB_soir;"R/. Gavísi sunt discípuli, *Allelúia, allelúia. Gavísi. 
V/. Viso Dómino. * Allelúia, allelúia. Glória Patri. Gavísi.";"R/. Les disciples furent emplis de joie, *Alléluia, alléluia. Les disciples. 
V/. En voyant le Seigneur. * Alléluia, alléluia. Gloire au Père. Les disciples.";Jean XX 20
magnificat;"Ego sum panis vivus, qui de cælo descéndi. Si quis manducáverit ex hoc pane, vivet in ætérnum; et panis, quem ego dabo, caro mea est pro mundi vita, allelúia.";"Je suis le pain vivant qui est descendu du ciel. Si quelqu'un mange de ce pain, il vivra  éternellement; et le pain que je donnerai, c'est ma chair, pour le salut du monde, alléluia.";Jean VI 51
oratio_vesperas;Omnípotens sempitérne Deus, propénsius his diébus tuam pietátem consequámur, quibus eam plénius te largiénte cognóvimus, ut, quos ab erróris calígine liberásti, veritátis tuæ fírmius inhærére fácias documéntis. Per Dóminum.;Dieu éternel et tout-puissant, fais nous rechercher avec plus d’attention ta bonté en ces jours, où nous l’avons reçue plus abondante par ton don généreux, afin que tu rendes plus fermement attachés à l’enseignement de ta vérité ceux que tu as libérés des ténèbres de l’erreur.;
preces_soir;preces_XVI
