HYMNUS_laudes;hy_Optátus votis ómnium;;
oratio_3;Deus, qui nobis æternitátis áditum glorificatióne Christi tui et Sancti Spíritus illuminatióne reserásti, concéde, quæsumus, ut, tanti doni párticeps, devótio nostra profíciat, et ad fídei transferámur augméntum. Per Dóminum.;Ô Dieu, qui nous as ouvert l’accès à l’éternité par la glorification du Christ et par l’illumination du Saint Esprit, accorde-nous, nous t’en supplions, qu’étant participants d’un si grand don, notre dévotion fasse des progrès, et que nous soyons amenés à un accroissement de foi.;
LB_6;LB_Gal 3, 27-28;;
RB_6;"V/. Gavísi sunt discípuli, allelúia. 
R/. Viso Dómino, allelúia.";"V/. Les disciples furent remplis de joie, alléluia.
R/. En voyant le  Seigneur, alléluia.";Jean XX 20
oratio_6;Deus, qui nobis æternitátis áditum glorificatióne Christi tui et Sancti Spíritus illuminatióne reserásti, concéde, quæsumus, ut, tanti doni párticeps, devótio nostra profíciat, et ad fídei transferámur augméntum. Per Dóminum.;Ô Dieu, qui nous as ouvert l’accès à l’éternité par la glorification du Christ et par l’illumination du Saint Esprit, accorde-nous, nous t’en supplions, qu’étant participants d’un si grand don, notre dévotion fasse des progrès, et que nous soyons amenés à un accroissement de foi.;
LB_9;LB_1 Cor 5, 7-8;;
RB_9;"V/. Mane nobíscum, Dómine, allelúia. 
R/. Quóniam advesperáscit, allelúia.";"V/. Reste avec nous, Seigneur, alléluia.
R/. Car le soir tombe, alléluia.";Luc XXIV 29
oratio_9;Deus, qui nobis æternitátis áditum glorificatióne Christi tui et Sancti Spíritus illuminatióne reserásti, concéde, quæsumus, ut, tanti doni párticeps, devótio nostra profíciat, et ad fídei transferámur augméntum. Per Dóminum.;Ô Dieu, qui nous as ouvert l’accès à l’éternité par la glorification du Christ et par l’illumination du Saint Esprit, accorde-nous, nous t’en supplions, qu’étant participants d’un si grand don, notre dévotion fasse des progrès, et que nous soyons amenés à un accroissement de foi.;
HYMNUS_vesperas;hy_Veni, creátor Spíritus,;;
ant7;Ego Dóminus salvans te et redémptor tuus, allelúia.;Moi, le Seigneur, je suis ton Sauveur, et ton rédempteur, alléluia.;Is XLIX 26
ant8;Benedíctum quod venit regnum patris nostri David, allelúia.;Béni soit le règne de notre père David, alléluia.;Marc XI 10
ant9;Cantémus Dómino: glorióse enim magnificátus est, allelúia.;Je chanterai au Seigneur, car il a fait éclater sa gloire, alléluia.;Ex XV 1 et Ex XV 21
LB_soir;LB_Hebr 5, 8-10;;
RB_soir;"R/. Spíritus Paráclitus, * Allelúia, allelúia. Spíritus. 
V/. Docébit vos ómnia. * Allelúia, allelúia. Glória Patri. Spíritus.";"R/. L'Esprit Paraclet, * Allelúia, allelúia. L'Esprit.
V/. Vous enseignera toutes choses. * Allelúia, allelúia. Gloire au Père. L'Esprit.";
magnificat;Omnes erant perseverántes unanímiter in oratióne cum María, matre Iesu, allelúia.;Tous ceux-là persévéraient dans la prière avec Marie, la mère de Jésus, alléluia.;Ac I 14
oratio_vesperas;Deus, qui nobis æternitátis áditum glorificatióne Christi tui et Sancti Spíritus illuminatióne reserásti, concéde, quæsumus, ut, tanti doni párticeps, devótio nostra profíciat, et ad fídei transferámur augméntum. Per Dóminum.;Ô Dieu, qui nous as ouvert l’accès à l’éternité par la glorification du Christ et par l’illumination du Saint Esprit, accorde-nous, nous t’en supplions, qu’étant participants d’un si grand don, notre dévotion fasse des progrès, et que nous soyons amenés à un accroissement de foi.;
preces_soir;preces_XVIII
